total_records,total_objects,processed_files,failed_files,apex_classes,triggers,flows,permission_sets,profiles,lightning_components,visualforce_pages,visualforce_components,page_layouts,quick_actions,sharing_rules,assignment_rules,escalation_rules,reports,dashboards,custom_labels,custom_settings,custom_metadata,connected_apps,external_data_sources,named_credentials,remote_site_settings,csp_trusted_sites,duplicate_rules,matching_rules,org_wide_defaults
70,168,475,11,0,0,2,2,29,24,0,0,96,0,0,0,0,0,0,0,128,0,1,0,0,0,0,0,0,0
